Quelle;Kategorie;Eingabe_Rohbegriff;Zielbegriff_Normalisiert
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Unterminiert (Wundtaschen)"",""Mazeriert""]";Mazeriert, Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""Unterminiert (Wundtaschen)""]";Unterminiert (Wundtaschen)
mappings_LR.py;WUNDRAND_GT_MAPPING;"[""scharf begrenzt, teils livide/verfärbt, ischämietypisch""]";Reizlos / unauffällig
mappings_LR.py;WUNDTYP_GT_MAPPING;Ausgedehnte feuchte Nekrose;Ausgedehnte feuchte Nekrose
mappings_LR.py;WUNDTYP_GT_MAPPING;Ausgetrtenes Blut oder Lymphe aus den entsprechenden Gefäßen mit Verteilung an der betroffenen Extremität;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;"Dekubitus Grad 2 oder 3 nach EPUAP.
Nicht genau zu definieren, ob sich Unterminierungen vorhanden sind.";Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubitus an der Ferse;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubitus epuap Stadium 3 / 4;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubitus mit Nekrose;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubitus mit Taschenbildung;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubitus sacralbereich;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubitus, vermutlich am Außenknöchel;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Dekubtis im Sakralbereich, großflächig;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Fersendekubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Fersenulcus / eventuell Mischulcus;Ulcus cruris mixtum
mappings_LR.py;WUNDTYP_GT_MAPPING;Fibrinbelegtes Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Fibringbelegtes Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Hypergranulation nach Verbrennung;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;"Hämangiom ist ein Spezialgebiet. In der Regel ist dieses innerhalb des ersten Lebensjahres rückläufig.
Deshalb nehme ich hier keine Beurteilung vor.";"Hämangiom ist ein Spezialgebiet. In der Regel ist dieses innerhalb des ersten Lebensjahres rückläufig.
Deshalb nehme ich hier keine Beurteilung vor."
mappings_LR.py;WUNDTYP_GT_MAPPING;Infizierte Wunden am linken Oberarm / Innenseitig;Infizierte Wunden am linken Oberarm / Innenseitig
mappings_LR.py;WUNDTYP_GT_MAPPING;Infiziertes Ulcus mit freiliegender Sehne;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Oberflächliches Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Oberflächliches Ulcus (diffuse Defekte);Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Plantares Ulcus linker Fuß, Ursachen Klärung notwendig, bei Diabetiker Prüfung ob Neuropathisch oder Angiopathische Ursache;Plantares Ulcus linker Fuß, Ursachen Klärung notwendig, bei Diabetiker Prüfung ob Neuropathisch oder Angiopathische Ursache
mappings_LR.py;WUNDTYP_GT_MAPPING;Platzbauch nach möglichem chirurgischen Eingriff;Postoperative Wunde / Dehiszenz
mappings_LR.py;WUNDTYP_GT_MAPPING;Postoperative Wunde abdominal;Postoperative Wunde / Dehiszenz
mappings_LR.py;WUNDTYP_GT_MAPPING;Taschenbildendes Ulcus am linken Fußrücken;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"Teils nekrotisches Ulcus an der linken Ferse.
plantares Ulcus belegt mit Infektionszeichen";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcera rechter Fuß. könnte ursächlich diabetischer Fuß sein ( Neuropathie, Angiopathie) oder arterielles ulcus schäden auf Grund fehlender Durchblutung;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcerationen bedingt durch Vaskulitis- Form der rheumatischen Erkrankung ( Autoimmunerkrankung);Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus / warsch. Ulcus cruris, Ursache nicht klar, muss bestimmt werden;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus Dekubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus Dekubitus Bereich OS Sacrum;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus Dekubitus Epuap Grad 3 / 4;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus Dekubitus nach Epuap Grad 2 bis 3;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus Ursache nicht genau definierbar;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus am Fussrücken;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus am Unterschenkel medial;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus an der Achillessehne;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus auf Grund von Mangeldurchblutung. Könnte diabetischer Fuß sein / angiopathisch bedingt.;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus auf Grund von Mangelernährung des Gewebes, Druckschäden in Kombination mit Gefäßschäden;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus cruris;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus cruris  unklarer Ursache;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus cruris /  Gravitationsulcus: Ulcus cruris venosum;Ulcus cruris venosum
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus cruris li lateraler Malleolus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus cruris möglich arteriell oder mixtum;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus cruris venosum;Ulcus cruris venosum
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus decubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus decubitus Nach Epuap Grad 2 bis 3;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus dekubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus dekubitus Ferse,  Stadium 3 / 4;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus lokal abgegrenzt. belegt könnte ebenso nekrotisch sein;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus mit Stauung;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus mit scheinender Hypergranulation oberhalb der Achillessehne;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus nach Meshgraft (zumindest lässt die Struktur darauf schließen), eventuell ist die Struktur aber einer Unterdrucktherapie geschuldet;Postoperative Wunde / Dehiszenz
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus nach Stich;Traumatische Wunde
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus unbekannter Herkunft, könnte traumatologisch bedingte Wunde sein, durch die Wunde bei unsachgemäßer Versorgung entstehen ulcerationen ebenfalls, nicht immer Krankheitsbedingt;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus unklarer Genese;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus unklarer Genese am Bein genaue Lokalisation nicht beurteilbar;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"Ulcus unklarer Genese, könnte Venös oder arteriell oder mixum sein.
Beachte kleine Nekrose an der Ferse plantar";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus unklarer Genese, könnte diabet. Ulcus sein, möglich ebenso durch traumatologische Ursachen;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus, Lokalisation am Bein nicht genau definierbar;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus, bei vermutetem Diabetes;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulcus, durch die Mangelernährung ( keine Durchblutung) im Wundgebiet  könnte es sich um einen Dekubitus oder ulcus cruris handeln.;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"Ulcus. Ursache klären sollte es ein diabet. Fuß sein dann Prüfung ob angiopathisch oder neuropathisch,
Druckentlastung und Ursachenbeseitigung.";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulkus Dekubitus am Os sacrum  nach Epuap Grad 2 / 3;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Ulkus an der Ferse, warsch. Dekubitus nach EPUAP  Stadium 3;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;Verbrennung 2 und 3 Grades nach 9 er Regel etwa 9 % Körperoberfläche;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;Verbrennung 2. Grades am Bein;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;Verbrennung 2. und teilweise 3. Grades Oberfläche ca 9 %;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;Verbrennung Grad 1 bis 2 am rechten Fuß;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;Verbrennungswunde 1. bis 2. Grades;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;Verbrennungswunde am Arm Grad 2;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;Wunde am li Fußrücken mit Sehnenfreilegung;Wunde am li Fußrücken mit Sehnenfreilegung
mappings_LR.py;WUNDTYP_GT_MAPPING;Wunde aufgrund einer Infusion, welche ins umliegende Gewebe ausgetreten ist;Wunde aufgrund einer Infusion, welche ins umliegende Gewebe ausgetreten ist
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Dekubitus"",""Diabetisches Fußulkus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Dekubitus"",""Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Dekubitus""]";Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus"",""hochgradig destruierende Fußwunde""]";Diabetisches Fußsyndrom (DFS)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus"",""ischämisches Ulkus""]";Diabetisches Fußsyndrom (DFS)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus"",""mit deutlichen Zeichen einer lokalen Infektion und chronisch entzündlicher Hautveränderungen""]";Diabetisches Fußsyndrom (DFS)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus""]";Diabetisches Fußsyndrom (DFS)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Extravasationsverletzung""]";Extravasationsverletzung
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Gravitationsulzera/Druckulzera""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Postoperative Wunde""]";Postoperative Wunde / Dehiszenz
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Traumatische Wunde"",""durch Insektenstich""]";Traumatische Wunde
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Ulcus Fußrücken mit deutlicher Gewebedestruktion und freiliegender Sehnenstruktur""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Ulcus cruris venosum"",""Adipositas-assoziiert""]";Ulcus cruris venosum
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Ulcus cruris venosum"",""venös-lymphatischem Ulcus""]";Ulcus cruris venosum
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Ulcus cruris venosum""]";Ulcus cruris venosum
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Ulkus cruris""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""Verbrennungswunde""]";Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""ausgedehnte, tiefe, nekrotische Ulzeration""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""ausgedehntes, tiefes chronisches Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""ausgeprägtes infiziertes Ulcus cruris"",""Ulcus cruris venosum""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""chronische Fußwunde / Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""chronisches Ulkus cruris""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""chronisches Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""großflächiges, flaches chronisches Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""kleines, oberflächliches Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""multiple infizierte chronische Fußulzera""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""multiple kleine Ulzera""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""nekrotische Fersenwunde"",""Dekubitus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""nekrotische ischämische Fußwunde / Gangrän""]";Ulcus cruris arteriosum / Ischämisches Ulkus
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""neuroischämisches bzw. arterielles Fußulkus""]";Ulcus cruris arteriosum / Ischämisches Ulkus
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""rundlich-ovales Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""tiefer reichende Ulzerationen am Unterschenkel mit chronisch entzündlicher Umgebung""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""ulzeriertes infantiles Hämangiom mit zentraler Nekrose""]";ulzeriertes infantiles Hämangiom mit zentraler Nekrose
mappings_LR.py;WUNDTYP_GT_MAPPING;"[""vaskulitischen Ulzera"",""möglicher kutaner Vaskulitis""]";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;arterielles Ulcus;Ulcus cruris arteriosum / Ischämisches Ulkus
mappings_LR.py;WUNDTYP_GT_MAPPING;belegter Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;diffuse fibrinbelegte und teils infizierte Ulzera am rechten Fuß;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;fibrinbelegtes Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;gleiche Beurteilung wie Wunde 53;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;infantiles Hämangiom,;infantiles Hämangiom,
mappings_LR.py;WUNDTYP_GT_MAPPING;könnte arterieller Ulcus oder diabetischer Ulcus ( Angiopathie) auf Grund der Mangeldurchblutung  sein.;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;könnte diabetischer ulcus sein auf grund einer neuropathie;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"könnte ein diabetischer Fuß sein, Ulcus  nicht möglich,
traumatologische Indikation ebenso nicht ausgeschlossen";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;laterales Ulcus linker Fuß;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;massives Ulcus dekubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;mumifizierte Zehen (D4 und D5), gleichzeitig Nekrose an der rechten Ferse;Ulcus cruris arteriosum / Ischämisches Ulkus
mappings_LR.py;WUNDTYP_GT_MAPPING;möglicherweise ein feuchtes Gangrän;Ulcus cruris arteriosum / Ischämisches Ulkus
mappings_LR.py;WUNDTYP_GT_MAPPING;nekrotischen Wunden am Fuß;nekrotischen Wunden am Fuß
mappings_LR.py;WUNDTYP_GT_MAPPING;nekrotischer Defekt / Dekubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;nekrotischer Dekubitus li Ferse;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;oberflächlicher Dekubitus ( 2 Stück);Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;oberflächliches Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;offene ulcera;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;plantares ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"pseudomas besiedeltes teils nekrotisches Ulcus.
Semizirkulär";Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;rechter Fuß lateral/ malleolär;rechter Fuß lateral/ malleolär
mappings_LR.py;WUNDTYP_GT_MAPPING;"schwere Nekrose am Fuß rechts lateral und plantar, offene Geschwüre über den Malleolen lateral
deutet auf arterielles Ulcus hin";Ulcus cruris arteriosum / Ischämisches Ulkus
mappings_LR.py;WUNDTYP_GT_MAPPING;schwere Ulzerationen am Fuß- mehrere offene Stellen, freiliegende Sehen, teilweise nekrotisch, belegt;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;semizirkuläres Ulcus;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;semizirkuläres Ulcus re Fuß;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;superinfizierte Ulcration am rechen Fuß offene Ulcera;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;tiefer Dekubitus;Dekubitus
mappings_LR.py;WUNDTYP_GT_MAPPING;tiefes Ulcus im Fersenbereich;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;traumatologische Wunde ( thermische Schädigung / Verbrennung 3. und 4. Grades;Verbrennungswunde
mappings_LR.py;WUNDTYP_GT_MAPPING;ulcus cruris;Ulkus (Ätiologie unspezifisch)
mappings_LR.py;WUNDTYP_GT_MAPPING;"vermutlich Mischulcus am rechten Bein, höhe der Knöchel.
Semizirkulär";Ulcus cruris mixtum
mappings_LR.py;WUNDTYP_GT_MAPPING;zirkuläres Ulcus Unterschenkel (vermutlich Mischulcus);Ulcus cruris mixtum
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)"",""Erythem / Rötung""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ekzem / Dermatitis"",""Erythem / Rötung""]";Ekzem / Dermatitis, Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ekzem / Dermatitis""]";Ekzem / Dermatitis
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ekzem / Dermatitis"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Ekzem / Dermatitis, Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ekzem / Dermatitis""]";Ekzem / Dermatitis, Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Mazeration"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung, Mazeration
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Mazeration""]";Erythem / Rötung, Mazeration
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Weichteilreizung""]";Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""deutliche entzündliche Rötung der Umgebung""]";Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""eher trocken wirkende Umgebung""]";Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""entzündliche Umgebungshaut""]";Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""leicht gerötete, glänzende Umgebungshaut""]";Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ödem"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung, Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ödem""]";Erythem / Rötung, Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung""]";Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Keratosen""]";Sonstiges
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""Erythem / Rötung"",""trockener wirkende Areale mit verminderter Durchblutung""]";Erythem / Rötung, Mazeration
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""Erythem / Rötung""]";Erythem / Rötung, Mazeration
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""glänzend""]";Mazeration
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""glänzende, gespannte Umgebungshaut""]";Mazeration
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration""]";Mazeration
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Reizlos / intakt"",""Erythem / Rötung""]";Erythem / Rötung, Reizlos / intakt
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Reizlos / intakt""]";Reizlos / intakt
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""atrophisch-trockene Haut mit trophischen Störungen"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""empfindliche Säuglingshaut mit hoher Feuchtigkeits- und Reibungsbelastung""]";Sonstiges
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""fragile, atrophe Haut""]";Sonstiges
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""gerötet-glänzende Haut, Hinweis auf chronische venöse Stauung/Ödemneigung""]";Erythem / Rötung, Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""gerötet-glänzende, ödematöse Haut"",""Erythem / Rötung""]";Erythem / Rötung, Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""gut durchbluteter, überwiegend roter Wundgrund""]";Reizlos / intakt
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""rocken, teils schuppig, gespannt""]";Sonstiges
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""zahlreiche erythematöse Makulae/Papeln, livid-entzündliche Hautveränderungen, Hinweis auf entzündlich-vaskulären Prozess""]";Ekzem / Dermatitis, Erythem / Rötung
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem"",""Erythem / Rötung""]";Erythem / Rötung, Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem"",""gespannte, trophisch veränderte Haut""]";Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem""]";Ödem
mappings_LR.py;WUNDUMGEBUNG_GT_MAPPING;[];
