Quelle;Kategorie;Eingabe_Rohbegriff;Zielbegriff_Normalisiert
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel  medial;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel warsch. gamaschenartig / bereits zirkulierend;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel weit umfassend;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel, Außenseite auf Knie Höhe;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel, rechts, Innenseite;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel/Knöchelregion, zirkumferenziell ausgedehnt;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel?;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;"chronisches Ulkus im Bereich der Achillessehne
dorsaler Unterschenkel / Achillessehnenregion";Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;ferse, fußsohle;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;"fibrinösem gelblich-weißem Belag,
mäßiger Exsudation,
gerötetem Wundrand,
--> vermutlich entzündlicher bzw. kritisch kolonisierter Situation,";Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;größeres, flächiges Ulcus am Unterschenkel (Wade) bei ausgeprägtem Ödem und Adipositas-assoziierter Hautveränderung.;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;keine Angabe möglich;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;könnte Innenseite linker Fuß sein;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;könnte Unterschenkel oder Handgelenk sein;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;könnte am linken Fuß sein... Knöchelbereich;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;könnte der Unterschenkel sein, rechts;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;könnte oberhalb des os sacrum liegen;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;könnte sich im Bereich des Steißes befinden;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;lateral linker Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;li lateraler Malleolus;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;li. Fußrücken;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linke Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuss;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fussrücken;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;"linker Fuß
Lokalisation: dorsaler und lateraler Vorfuß mit Beteiligung der Zehenbasis";Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß - dorsaler Vorfuß/Fußrücken;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß außen;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß lateratl;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß medial, malleolär;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;"linker Fuß medial-lateral 
kleine Nekrose an der Ferse außen plantar";Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß, Außenseite;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß, Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß, Innenseite;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß, Mittelfußsohle, Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß, Spann, Fußrücken;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß, außenseite;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fuß, seite;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Fußrücken;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Oberarm, Innenseite;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;linker Oberarm/ Innenseitig;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;linker proximaler Unterschenkel lateral;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;linkes Bein unterhalb Knie lateral;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;lokalisation nicht genau zu definieren;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;mediale Fußseite linker Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;mehrere kleine bis mittelgroße Ulzerationen am Unterschenkel (Wade, rechts?) mit entzündlich wirkender Umgebungshaut.;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;multiple Schädigung gesamter Gesäßbereich;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;nicht beurteilbar;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;nicht genau definierbar;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;nicht genau definierbar könnte Sakralbereich sein;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;nicht genau definierbar sieht für mich aus wie am Vorfuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;nicht genau definierbar, Vermutung Unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;nicht genau definierbar, meist am Unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;oberhalb der Achillessehne;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;plantarseitig rechter Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;re Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechte Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechte Hand;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;rechte Hand und Arm;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß - lateraler und plantarer Fußbereich/Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß Fußrücken und lateral;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß medial, Richtung plantar.;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß plantar;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß, Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß, Ferse, Mittelfuß - Fußsohle;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß, Fußsohle;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß, Innenseite, Knöchel;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß, Spann;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Fuß, in Höhe der großen Zehe, unterhalb der medialen Malleolen;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Unterarm, rechtes Handgelenk, rechte Hand;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;rechter Unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;rechtes Bein, Kniebereich, Unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;rechtes Bein, höhe der Knöchel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;sacralbereich;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;sakrales Dekubitalulkus;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;schwer zu beurteilen, Vermutung am Trochanter major;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;"schwer zu beurteilen, keine genaue Angabe möglich,
eventuell Rücken Richtung Oberarm /";Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;schwierig zu beantworten... könnte die Wade sein, evtl. rechts;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;vermutlich am Außenknöchel;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;vermutlich am Unterschenkel;Bein
mappings_LR.py;LOKALISATION_KEYWORDS;Abdomen;abdomen, bauch, peristom, stoma
mappings_LR.py;LOKALISATION_KEYWORDS;Fuß;fuß, fuss, zehe, ferse, fußsohle, fußrücken, plantar, vorfuß, rückfuß, malleol, achillessehne, calcaneus, hallux, metatarsal
mappings_LR.py;LOKALISATION_KEYWORDS;Bein;bein, knöchel, unterschenkel, oberschenkel, knie, gaiter
mappings_LR.py;LOKALISATION_KEYWORDS;Hand;\bhand\b, \bhände\b, finger, handgelenk, handrücken
mappings_LR.py;LOKALISATION_KEYWORDS;Arm;arm, ellenbogen, oberarm, unterarm, bizeps, axilla, achsel
mappings_LR.py;LOKALISATION_KEYWORDS;Gesäß;gesäß, sakral, kreuzbein, steißbein, os sacrum, sacral, rima ani, steiß, trochanter, gluteal, paraglutäal
mappings_LR.py;LOKALISATION_KEYWORDS;Rücken;(?<!fuß)(?<!fuss)(?<!hand)(?<!händ)rücken
mappings_LR.py;LOKALISATION_KEYWORDS;Flanke;flanke
mappings_LR.py;LOKALISATION_KEYWORDS;Kopf;\bkopf\b, hals, nacken
mappings_LR.py;LOKALISATION_KEYWORDS;Brust;brust, thorax
mappings_LR.py;PRODUKT_GT_MAPPING;Actico UlcerSys System;Actico UlcerSys System
mappings_LR.py;PRODUKT_GT_MAPPING;ReadyWrap Untere Extremität;ReadyWrap Untere Extremität
mappings_LR.py;PRODUKT_GT_MAPPING;Rosidal TCS;Rosidal TCS
mappings_LR.py;PRODUKT_GT_MAPPING;Rosidal soft;Rosidal soft
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P SensiFlex multisite border lite;Suprasorb P Sensiflex
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P selbstklebend;Suprasorb P
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (finger/toe);Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (sacrum);Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X + PHMB Tamponade;Suprasorb X + PHMB
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwasorb sensitive border sacrum;Vliwasorb sensitive border
mappings_LR.py;PRODUKT_GT_MAPPING;tg Fertigverbände;tg Fertigverbände
mappings_LR.py;PRODUKT_GT_MAPPING;tg Fertigverbände (Hand-/Fußverband);tg Fertigverbände
mappings_LR.py;PRODUKT_GT_MAPPING;tg Fertigverbände Hand-/Fußverband;tg Fertigverbände
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A + Ag;Suprasorb A + Ag
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A + Ag (Kompresse);Suprasorb A + Ag
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A + Ag Kompresse;Suprasorb A + Ag
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A + Ag Tamponade;Suprasorb A + Ag
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A Pro;Suprasorb A Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A Pro (Kompresse);Suprasorb A Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A Pro (Tamponade);Suprasorb A Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A Pro Kompresse;Suprasorb A Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb A Pro Tamponade;Suprasorb A Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb Liquacel Pro;Suprasorb Liquacel Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb Liquacel Pro (Kompresse);Suprasorb Liquacel Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb Liquacel Pro (Tamponade);Suprasorb Liquacel Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb Liquacel Pro Kompresse;Suprasorb Liquacel Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb Liquacel Pro Tamponade;Suprasorb Liquacel Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P;Suprasorb P
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P (nicht klebend);Suprasorb P
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P (selbstklebend);Suprasorb P
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P (self-adhesive, sacrum);Suprasorb P
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P nicht klebend;Suprasorb P
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P heel (selbstklebend);Suprasorb P
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P + PHMB;Suprasorb P + PHMB
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P SensiFlex (border rechteckig);Suprasorb P Sensiflex
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P SensiFlex border;Suprasorb P Sensiflex
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P SensiFlex border rechteckig;Suprasorb P Sensiflex
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P SensiFlex multisite border;Suprasorb P Sensiflex
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P Sensiflex;Suprasorb P Sensiflex
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive;Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (heel);Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (nicht klebend);Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (selbstklebend);Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (selbstklebend) als abdeckender Verband;Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive heel;Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive heel (selbstklebend) – als polsternde, absorbierende Sekundärlage über der Tamponade;Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive sacrum;Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive selbstklebend;Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X;Suprasorb X
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X Kompresse;Suprasorb X
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X Pro;Suprasorb X Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X Pro (Kompresse);Suprasorb X Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X Pro Kompresse;Suprasorb X Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X + PHMB;Suprasorb X + PHMB
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X + PHMB (Kompresse);Suprasorb X + PHMB
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb X + PHMB Kompresse;Suprasorb X + PHMB
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb G Gel-Kompresse;Suprasorb G Gel-Kompresse
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb H;Suprasorb H
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb F;Suprasorb F
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb F Protect;Suprasorb F Protect
mappings_LR.py;PRODUKT_GT_MAPPING;Lomatuell Pro;Lomatuell Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Lomatuell H;Lomatuell H
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwasorb Pro;Vliwasorb Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwasorb sensitive;Vliwasorb sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwazell;Vliwazell
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwazell Pro;Vliwazell Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwazell Pro als abdeckender Verband;Vliwazell Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwazell Pro – als hochabsorbierende Sekundärlage über der Tamponade;Vliwazell Pro
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwaktiv Ag;Vliwaktiv Ag
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwaktiv Ag Saugkompresse;Vliwaktiv Ag
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwaktiv Ag Tamponade;Vliwaktiv Ag
mappings_LR.py;PRODUKT_GT_MAPPING;Solvaline N;Solvaline N
mappings_LR.py;PRODUKT_GT_MAPPING;Metalline Kompresse;Metalline Kompresse
mappings_LR.py;PRODUKT_GT_MAPPING;Curafix H;Curafix H
mappings_LR.py;PRODUKT_GT_MAPPING;Porofix;Porofix
mappings_LR.py;PRODUKT_GT_MAPPING;Silkafix;Silkafix
mappings_LR.py;PRODUKT_GT_MAPPING;Mollelast;Mollelast
mappings_LR.py;PRODUKT_GT_MAPPING;Mollelast (Elastische Fixierbinde);Mollelast
mappings_LR.py;PRODUKT_GT_MAPPING;Mollelast haft latexfrei;Mollelast haft latexfrei
mappings_LR.py;PRODUKT_GT_MAPPING;Haftelast latexfrei;Haftelast latexfrei
mappings_LR.py;PRODUKT_GT_MAPPING;Haftelast latexfrei (kohäsive Fixierbinde);Haftelast latexfrei
mappings_LR.py;PRODUKT_GT_MAPPING;ActiFast;ActiFast
mappings_LR.py;PRODUKT_GT_MAPPING;ActiFast Schlauchverband;ActiFast
mappings_LR.py;PRODUKT_GT_MAPPING;tg Schlauchverband;tg Schlauchverband
mappings_LR.py;PRODUKT_GT_MAPPING;Curapor;Curapor
mappings_LR.py;PRODUKT_GT_MAPPING;Curapor transparent;Curapor transparent
mappings_LR.py;PRODUKT_GT_MAPPING;Fixierbinde;Fixierbinde
mappings_LR.py;PRODUKT_GT_MAPPING;Fixierbinden;Fixierbinde
mappings_LR.py;PRODUKT_GT_MAPPING;Universalbinde;Universalbinde
mappings_LR.py;PRODUKT_GT_MAPPING;Universalbinden;Universalbinde
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwasorb sensitive border;Vliwasorb sensitive border
mappings_LR.py;PRODUKT_GT_MAPPING;Vliwasorb sensitive border (sacrum);Vliwasorb sensitive border
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (Heel, selbstklebend);Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P sensitive (selbstklebend, sacrum);Suprasorb P Sensitive
mappings_LR.py;PRODUKT_GT_MAPPING;Suprasorb P (Heel);Suprasorb P
mappings_LR.py;WUNDGRUND_GT_MAPPING;nekrotisch;Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibrinbelegt;Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Sauber, bis auf die aufgetragene Salbe;Sauber
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibrinbelegte Wunde;Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;nekrotisch belegt;Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibringbelegt mit durschscheinendem Granulationsgewebe;Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Mischuntergrund. Fibrinbelag, nekrotisch, teils mit Granulationsinseln;Mischuntergrund, Fibrinbelag, Nekrose, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;teilweise fibrinbelegt mit einzelnen Granulationsinseln;Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;sauberer Wundgrund mit Inseln von Granulation;Sauber, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibrinbelegt mit einzelnen Granulationsinseln;Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibrinbelegtes tiefes Ulcus;Fibrinbelag, Ulzeration
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibrinbelegt bei Wundrandepithelisierung;Fibrinbelag, Wundrandepithelisierung
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt mit Hypergranulation;Hypergranulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibrinbelegte Wundverhältnisse;Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fibrinbelegt, zerklüftet;Fibrinbelag, Zerklüftet
mappings_LR.py;WUNDGRUND_GT_MAPPING;Sauberer Wundgrund mit kleinen Fibrininseln;Sauber, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, teilweise nekrotisch;Belag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;stark infiziert, massiv belegt;Infektion, Belag
mappings_LR.py;WUNDGRUND_GT_MAPPING;verbrannte  Epidermis;Verbrennung
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, nekrotisch;Belag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;massive großflächige Verbrennung teilweise 4. Grades, je mehr es vom Wundzentrum nach außen geht werden Verbrennungen 3 7 2. und 1. Grades sichtbar. Nach der 9 er regel könnten hier bis zu 9 % der Körperoberfläche geschädigt sein;Verbrennung
mappings_LR.py;WUNDGRUND_GT_MAPPING;Verbrennungen, Blasenbildung, offene Wunden keine verbrannten Sehnen / Knochen  epidermis geschädigt;Verbrennung, Blasenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;stark belgtes Ulcus, teilweise einzelne Granulationsinseln,;Belag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;hämatös;Hämatom
mappings_LR.py;WUNDGRUND_GT_MAPPING;Fußwunde: Nekrotisch  Unterschenkelwunde fibrinös belegt,;Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;sehr ausgeprägte massive Nekrose, teilweise frei liegende Strukturen, blutig seröses Exsudat;Nekrose, Freiliegende Strukturen, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegte Wunde, teilweise infiziert;Belag, Infektion
mappings_LR.py;WUNDGRUND_GT_MAPPING;Nekrotische und fibrinös belegte Wunde- auf Grund der Mazeration nach plantar hin könnte mäßige Exsudation auftreten. Wundinfektion möglich;Nekrose, Fibrinbelag, Mazeration
mappings_LR.py;WUNDGRUND_GT_MAPPING;"fibrinös belegt, zum Teil mit Granulationsinseln, teilweise freiliegende Sehnen.
Nekrose plantar wandständig trocken";Fibrinbelag, Granulation, Freiliegende Sehnen, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;mehrere Stadien zu erkennen, nekrotisch, belegt, teilweise granuliert;Nekrose, Belag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Nekrotisch und durch Infektion belegt, Wunde bildet Geruch, Frage der Keimbestimmung wichtig, Wundabstrich notwendig,;Nekrose, Infektion
mappings_LR.py;WUNDGRUND_GT_MAPPING;teilweise nekrotisch, belegt;Nekrose, Belag
mappings_LR.py;WUNDGRUND_GT_MAPPING;offenen stelle entzündet. belegt, nekrotisch, geschlossene stelle nekrotisch;Entzündung, Belag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"wandständige Nekrose, Prüfung, ob Knochen / Sehnen betroffen sind. Unbedingt chirurgisch intervenieren.
Druckentlastung essentiell.";Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"fibrinös belegt, unterminierte Wundränder siehe punktierte Markierung
Eventuelle freie Sehnen";Fibrinbelag, Unterminierung, Freiliegende Sehnen
mappings_LR.py;WUNDGRUND_GT_MAPPING;"freiliegende Sehnen Strang 5, freiliegende Knochen,
teilweise nekrotisch";Freiliegende Sehnen, Freiliegende Knochen, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"großes Ulcus: belegt, teilweise nekrotisch
Zehe: trockene Nekrose- bitte nicht durch autolytisches Débridement anfeuchten. Zeh fällt irgendwann ab, da die Durchblutung massiv gestört ist. Gefäßstatus prüfen und gfls. sanieren";Belag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleine Nekrose oberhalb des großen offenen Ulcus, muss mit versorgt werden
sonstig massiv belegt, Nekrosenbildung bei Nichtbehandlung wahrscheinlich. Prüfung ob knöcherne Strukturen / Sehnen betroffen sind";Nekrose, Belag
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, teilweise nekrotisch, teilweise überschießende Granulation;Belag, Nekrose, Hypergranulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;stark belegt, neben Fibrin könnte es sich auch um feuchte, wandständige Nekrosen handeln;Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Granulation und Beläge gleichzeitig;Granulation, Belag
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, mäßige Exsudation Infektion möglich;Belag, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;leichte Granulation, belegt mit Fibrin, 2 Inseln Beurteilung hier schwer, da nicht genau zu erkennen sind, ob es ich um Nekrosen handelt.;Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, hypergranulation;Belag, Hypergranulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;nekrotisch und fibrinös belegt;Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, teilweise kleine Nekrosen, könnte infiziert sein;Belag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;kleinere Nekrosen, belegt;Nekrose, Belag
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, teilweise nekrotisch könnte infiziert sein;Belag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;grünlich belegt, deutet auf Infektion hin, Nekrosen am  Wundgrund belegt;Belag, Infektion, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"stark belegte, super infizierte Wunde, teilweise freiliegende Strukturen,
Nekrosen.";Belag, Infektion, Freiliegende Strukturen, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;stark geschädigt, nekrotisch, fibrinös belegt, freiliegende Sehnen / Knochen;Nekrose, Fibrinbelag, Freiliegende Sehnen, Freiliegende Knochen
mappings_LR.py;WUNDGRUND_GT_MAPPING;Granulationsgewebe, teilweise fibrinös belegt, Biofilm;Granulation, Fibrinbelag, Biofilm
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, fibrinös, nekrotisch;Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;Granulationsinseln, fibrinös belegt;Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, teilweise kleine Nekrosen, könnte infiziert sein, belegt;Belag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;belegt, teilweise kleine Nekrosen freiliegende Sehne sichtbar;Belag, Nekrose, Freiliegende Sehnen
mappings_LR.py;WUNDGRUND_GT_MAPPING;tiefer Dekubitus Wundgrund belegt, Taschenbildung teilweise nekrotisch;Belag, Taschenbildung, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;feuchte Nekrose,;Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;nekrotisch, wandständige Nekrosen;Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;nekrotisch, feuchte nekrose;Nekrose
